1, 0.3869906561969936
2, 0.3446908240898068
3, 0.3497312131818621
4, 0.3546940446365019
5, 0.35797060524223684
6, 0.34715326002499836
7, 0.34754068501322727
8, 0.34977687970869564
9, 0.3488993244766414
10, 0.3665462628065067
11, 0.34238239739124116
12, 0.3567705914300657
13, 0.34281039584830153
14, 0.3422404750987829
15, 0.3481730755869062
16, 0.33928612021848037
17, 0.3472244878467875
18, 0.34603379482720703
19, 0.34659328822274205
20, 0.34393742599164867
21, 0.34345436766646775
22, 0.33862781534346864
23, 0.3419716832251016
24, 0.3456654067409209
25, 0.34190017008192364
26, 0.3731299185125043
27, 0.33643143907945083
28, 0.3409118743417167
29, 0.33848893645332134
30, 0.34222729951724584
31, 0.3440713402470005
32, 0.3458417264165742
33, 0.3439149697479563
34, 0.33396996394943046
35, 0.3439240795699456
36, 0.3442027016950987
37, 0.3438121210711055
38, 0.3454143120792194
39, 0.34306918200885367
40, 0.34475486815673323
41, 0.34077756196958037
42, 0.3385684014684357
43, 0.3441635559764733
44, 0.3440343473295552
45, 0.3493829073459491
46, 0.34581044322105003
47, 0.34399748537374564
48, 0.3484066470837407
49, 0.3428169725407085
50, 0.3408348031719887
51, 0.34396236685379583
52, 0.3406971955020344
53, 0.34044657199993555
54, 0.36171419104689584
55, 0.3424290309046118
56, 0.34425341267192006
57, 0.3401796748796272
58, 0.3385416800337898
59, 0.3374684253811681
60, 0.35803675901517756
61, 0.3424111473506077
62, 0.3429707902518763
63, 0.3421251968382549
64, 0.34191561985387914
65, 0.3446562237872879
66, 0.34138953267210326
67, 0.34774784104334205
68, 0.3416546186618749
69, 0.33996425831620186
70, 0.3384088620310952
71, 0.33914344505890137
72, 0.3415855299221214
73, 0.34172667663723655
74, 0.34092672781531924
75, 0.3408437505151268
76, 0.34147013787795416
77, 0.34255877311580046
78, 0.3410518806723221
79, 0.3394654976162861
80, 0.33975701015660603
81, 0.3401081093789232
82, 0.3408649077515453
83, 0.339148848880717
84, 0.3396534768886312
85, 0.341257987052241
86, 0.33941572532542197
87, 0.33731761488516093
88, 0.3403697755231349
89, 0.3403400969637076
90, 0.33910041304380284
91, 0.34144279841328784
92, 0.3402915339146696
93, 0.34021585967551593
94, 0.34041305312642195
95, 0.3406577778420616
96, 0.3397726450110598
97, 0.33978751987722666
98, 0.339353324300446
99, 0.34092591949998946
100, 0.3402987667426021

